"T7, 05/07/2025","03","15","22","45","51","55","54"
"T5, 03/07/2025","18","19","29","31","45","54","27"
"T3, 01/07/2025","03","11","12","14","27","33","15"
"T7, 28/06/2025","08","11","13","20","45","50","25"
"T5, 26/06/2025","01","14","16","27","40","51","02"
"T3, 24/06/2025","03","09","18","20","30","53","48"
"T7, 21/06/2025","06","10","15","43","44","53","32"
"T5, 19/06/2025","03","05","09","10","16","47","34"
"T3, 17/06/2025","07","13","18","22","32","44","43"
"T7, 14/06/2025","11","12","22","26","41","47","24"
"T5, 12/06/2025","06","08","16","18","34","44","17"
"T3, 10/06/2025","03","06","21","29","40","41","37"
"T7, 07/06/2025","12","17","21","46","48","52","45"
"T5, 05/06/2025","14","21","33","37","46","49","34"
"T3, 03/06/2025","02","11","14","16","27","38","51"
"T7, 31/05/2025","06","24","41","45","49","55","08"
"T5, 29/05/2025","09","37","42","45","46","50","14"
"T3, 27/05/2025","04","12","18","19","44","48","42"
"T7, 24/05/2025","19","20","27","30","45","55","15"
"T5, 22/05/2025","03","09","14","41","47","55","22"
"T3, 20/05/2025","19","27","44","45","47","52","15"
"T7, 17/05/2025","02","07","26","29","41","50","43"
"T5, 15/05/2025","06","09","13","44","49","54","47"
"T3, 13/05/2025","03","07","24","39","54","55","42"
"T7, 10/05/2025","07","16","19","28","34","51","15"
"T5, 08/05/2025","08","14","29","37","39","50","21"
"T3, 06/05/2025","12","16","25","28","30","39","05"
"T7, 03/05/2025","15","19","21","26","42","47","38"
"T5, 01/05/2025","03","17","19","41","45","50","43"
"T3, 29/04/2025","14","15","18","23","28","33","29"
"T7, 26/04/2025","03","15","16","31","48","52","21"
"T5, 24/04/2025","01","02","15","39","40","47","24"
"T3, 22/04/2025","10","25","37","40","41","48","32"
"T7, 19/04/2025","05","11","15","32","42","49","43"
"T5, 17/04/2025","01","17","20","38","41","52","14"
"T3, 15/04/2025","08","23","24","27","42","49","20"
"T7, 12/04/2025","03","14","19","37","42","55","23"
"T5, 10/04/2025","10","13","36","37","40","43","41"
"T3, 08/04/2025","03","07","34","41","43","53","31"
"T7, 05/04/2025","13","23","29","32","41","42","09"
"T5, 03/04/2025","24","26","34","42","50","51","30"
"T3, 01/04/2025","14","15","29","33","39","47","04"
"T7, 29/03/2025","14","19","21","24","26","48","39"
"T5, 27/03/2025","13","25","32","36","41","53","29"
"T3, 25/03/2025","14","23","29","30","35","40","17"
"T7, 22/03/2025","02","23","42","50","52","54","44"
"T5, 20/03/2025","11","13","24","28","36","41","37"
"T3, 18/03/2025","02","08","29","30","50","55","27"
"T7, 15/03/2025","01","34","39","40","42","50","25"
"T5, 13/03/2025","07","13","21","43","52","53","17"
"T3, 11/03/2025","01","16","18","30","31","44","34"
"T7, 08/03/2025","10","38","41","43","45","48","08"
"T5, 06/03/2025","05","10","21","26","43","51","15"
"T3, 04/03/2025","05","14","27","43","45","53","47"
"T7, 01/03/2025","15","17","34","37","39","45","41"
"T5, 27/02/2025","05","09","21","31","43","53","11"
"T3, 25/02/2025","01","07","11","24","29","30","48"
"T7, 22/02/2025","01","02","07","22","23","46","50"
"T5, 20/02/2025","13","17","20","27","36","54","47"
"T3, 18/02/2025","12","13","30","38","40","47","42"
"T7, 15/02/2025","22","37","38","47","51","55","31"
"T5, 13/02/2025","02","08","23","26","42","47","07"
"T3, 11/02/2025","01","09","18","21","35","40","44"
"T7, 08/02/2025","11","22","28","44","48","49","23"
"T5, 06/02/2025","01","11","31","43","48","54","19"
"T3, 04/02/2025","07","17","29","51","52","55","41"
"T7, 01/02/2025","01","20","34","38","45","47","49"
"T5, 30/01/2025","05","08","24","28","34","52","39"
"T7, 25/01/2025","14","21","40","42","48","51","19"
"T5, 23/01/2025","11","18","22","49","50","51","37"
"T3, 21/01/2025","11","18","22","28","51","52","53"
"T7, 18/01/2025","01","03","26","31","37","41","51"
"T5, 16/01/2025","08","16","34","37","47","50","23"
"T3, 14/01/2025","03","11","12","24","33","40","46"
"T7, 11/01/2025","10","25","26","29","37","46","14"
"T5, 09/01/2025","18","21","31","39","50","53","13"
"T3, 07/01/2025","04","05","09","16","22","39","30"
"T7, 04/01/2025","04","10","30","36","40","53","51"
"T5, 02/01/2025","04","10","18","22","41","45","50"
"T3, 31/12/2024","08","13","29","36","42","43","28"
"T7, 28/12/2024","06","19","36","42","53","55","39"
"T5, 26/12/2024","06","18","33","38","41","48","16"
"T3, 24/12/2024","17","20","27","32","44","51","33"
"T7, 21/12/2024","04","16","29","30","35","51","48"
"T5, 19/12/2024","13","16","32","39","49","51","11"
"T3, 17/12/2024","02","14","27","30","53","54","16"
"T7, 14/12/2024","03","10","19","20","21","24","07"
"T5, 12/12/2024","01","09","12","18","37","44","11"
"T3, 10/12/2024","11","15","26","45","52","55","36"
"T7, 07/12/2024","16","17","22","24","29","37","54"
"T5, 05/12/2024","16","21","29","41","42","47","09"
"T3, 03/12/2024","10","19","33","39","47","54","16"
"T7, 30/11/2024","01","20","24","26","38","41","36"
"T5, 28/11/2024","01","16","24","28","38","53","09"
"T3, 26/11/2024","08","11","16","32","40","43","12"
"T7, 23/11/2024","04","12","25","39","48","51","45"
"T5, 21/11/2024","15","22","31","40","42","51","26"
"T3, 19/11/2024","06","10","17","34","41","48","31"
"T7, 16/11/2024","16","22","33","37","39","51","54"
"T5, 14/11/2024","12","25","37","40","49","52","31"
"T3, 12/11/2024","01","21","29","35","41","45","20"
"T7, 09/11/2024","11","14","24","26","34","51","40"
"T5, 07/11/2024","06","09","33","39","50","51","43"
"T3, 05/11/2024","09","31","36","46","49","54","07"
"T7, 02/11/2024","02","09","19","20","34","54","26"
"T5, 31/10/2024","05","16","20","29","30","31","39"
"T3, 29/10/2024","14","17","19","28","47","51","55"
"T7, 26/10/2024","05","19","27","29","42","47","40"
"T5, 24/10/2024","05","17","31","39","46","53","03"
"T3, 22/10/2024","15","21","23","26","31","43","35"
"T7, 19/10/2024","09","22","31","39","43","51","19"
"T5, 17/10/2024","11","14","15","26","38","41","25"
"T3, 15/10/2024","04","25","41","42","46","52","33"
"T7, 12/10/2024","29","34","35","38","50","51","37"
"T5, 10/10/2024","04","05","06","29","32","44","53"
"T3, 08/10/2024","03","07","14","17","48","50","40"
"T7, 05/10/2024","02","10","17","27","50","52","18"
"T5, 03/10/2024","18","21","34","40","42","53","25"
"T3, 01/10/2024","03","18","22","41","43","44","12"
"T7, 28/09/2024","02","11","13","32","41","48","15"
"T5, 26/09/2024","03","18","29","39","41","49","46"
"T3, 24/09/2024","01","06","11","17","24","31","43"
"T7, 21/09/2024","03","08","09","22","26","55","11"
"T5, 19/09/2024","04","09","22","24","45","54","48"
"T3, 17/09/2024","14","32","34","41","47","54","48"
"T7, 14/09/2024","02","12","25","32","51","54","34"
"T5, 12/09/2024","03","08","31","36","39","47","38"
"T3, 10/09/2024","15","23","37","38","45","49","30"
"T7, 07/09/2024","05","11","20","39","46","53","37"
"T5, 05/09/2024","15","20","23","29","34","46","01"
"T3, 03/09/2024","08","10","11","14","38","48","41"
"T7, 31/08/2024","24","33","38","40","42","51","28"
"T5, 29/08/2024","08","11","21","29","38","55","12"
"T3, 27/08/2024","05","06","29","31","37","48","02"
"T7, 24/08/2024","02","17","20","21","22","23","38"
"T5, 22/08/2024","11","18","20","32","41","46","33"
"T3, 20/08/2024","05","24","26","27","29","54","06"
"T7, 17/08/2024","04","28","35","38","39","45","05"
"T5, 15/08/2024","08","16","20","30","34","43","46"
"T3, 13/08/2024","09","26","40","44","45","50","27"
"T7, 10/08/2024","10","23","32","37","48","55","14"
"T5, 08/08/2024","01","07","42","43","48","51","29"
"T3, 06/08/2024","22","34","44","46","54","55","14"
"T7, 03/08/2024","07","20","34","36","41","46","16"
"T5, 01/08/2024","09","17","21","48","53","55","29"
"T3, 30/07/2024","02","06","22","23","38","51","32"
"T7, 27/07/2024","18","23","25","37","39","40","35"
"T5, 25/07/2024","12","17","21","25","33","40","39"
"T3, 23/07/2024","34","39","40","42","54","55","30"
"T7, 20/07/2024","12","18","32","40","51","53","28"
"T5, 18/07/2024","10","13","28","35","40","42","02"
"T3, 16/07/2024","20","31","34","36","47","52","02"
"T7, 13/07/2024","02","12","13","33","44","52","34"
"T5, 11/07/2024","01","02","11","21","22","23","26"
"T3, 09/07/2024","06","08","09","28","33","53","10"
"T7, 06/07/2024","08","10","12","22","25","55","52"
"T5, 04/07/2024","10","19","20","29","34","41","08"
"T3, 02/07/2024","07","08","50","52","53","54","02"
"T7, 29/06/2024","11","15","32","34","46","48","47"
"T5, 27/06/2024","07","21","22","41","43","46","32"
"T3, 25/06/2024","01","05","09","13","18","27","08"
"T7, 22/06/2024","17","25","31","35","41","42","36"
"T5, 20/06/2024","01","10","29","34","43","55","49"
"T3, 18/06/2024","20","23","27","36","38","44","52"
"T7, 15/06/2024","05","10","14","20","26","51","36"
"T5, 13/06/2024","08","39","45","47","49","51","16"
"T3, 11/06/2024","13","16","21","30","32","39","53"
"T7, 08/06/2024","13","16","32","33","35","43","42"
"T5, 06/06/2024","18","26","38","39","47","51","55"
"T3, 04/06/2024","01","02","07","10","13","19","24"
"T7, 01/06/2024","06","24","30","31","47","49","01"
"T5, 30/05/2024","04","07","08","12","23","31","45"
"T3, 28/05/2024","01","25","29","37","40","54","50"
"T7, 25/05/2024","15","22","38","39","43","53","20"
"T5, 23/05/2024","08","12","42","47","51","52","36"
"T3, 21/05/2024","01","02","14","32","33","41","04"
"T7, 18/05/2024","12","18","20","25","27","52","44"
"T5, 16/05/2024","20","25","27","39","45","55","44"
"T3, 14/05/2024","05","17","36","40","46","50","01"
"T7, 11/05/2024","19","23","25","43","46","54","42"
"T5, 09/05/2024","03","16","21","36","37","40","31"
"T3, 07/05/2024","21","26","35","41","44","52","13"
"T7, 04/05/2024","05","27","35","45","49","55","18"
"T5, 02/05/2024","30","32","33","36","42","48","18"
"T3, 30/04/2024","13","16","26","46","49","54","08"
"T7, 27/04/2024","07","12","38","43","48","55","08"
"T5, 25/04/2024","13","19","27","38","41","54","46"
"T3, 23/04/2024","01","34","39","40","49","53","09"
"T7, 20/04/2024","02","06","35","43","45","47","14"
"T5, 18/04/2024","01","21","23","33","43","54","28"
"T3, 16/04/2024","03","05","32","40","46","50","37"
"T7, 13/04/2024","29","36","37","38","40","42","46"
"T5, 11/04/2024","03","06","15","25","33","43","55"
"T3, 09/04/2024","04","12","27","44","46","51","22"
"T7, 06/04/2024","09","13","20","30","39","54","23"
"T5, 04/04/2024","03","08","12","25","47","48","15"
"T3, 02/04/2024","01","12","18","20","51","52","37"
"T7, 30/03/2024","14","17","27","38","54","55","23"
"T5, 28/03/2024","01","07","18","26","38","49","21"
"T3, 26/03/2024","01","08","13","16","38","44","47"
"T7, 23/03/2024","03","10","13","30","40","52","04"
"T5, 21/03/2024","12","13","41","48","49","53","43"
"T3, 19/03/2024","06","25","39","45","46","55","26"
"T7, 16/03/2024","08","36","42","43","44","55","54"
"T5, 14/03/2024","21","25","26","29","41","51","39"
"T3, 12/03/2024","11","14","18","20","22","43","16"
"T7, 09/03/2024","11","13","22","36","46","49","37"
"T5, 07/03/2024","13","20","33","47","53","54","19"
"T3, 05/03/2024","12","19","21","23","28","54","31"
"T7, 02/03/2024","01","19","21","31","50","55","37"
"T5, 29/02/2024","04","11","20","38","52","53","33"
"T3, 27/02/2024","01","04","06","08","24","35","53"
"T7, 24/02/2024","01","03","22","27","38","40","26"
"T5, 22/02/2024","08","19","24","31","35","55","01"
"T3, 20/02/2024","34","46","50","51","52","55","05"
"T7, 17/02/2024","08","12","17","27","38","55","47"
"T5, 15/02/2024","03","07","08","18","21","26","19"
"T3, 13/02/2024","08","17","22","31","34","49","18"
"T5, 08/02/2024","22","31","35","36","38","42","11"
"T3, 06/02/2024","08","19","27","34","46","51","24"
"T7, 03/02/2024","04","06","07","13","18","26","49"
"T5, 01/02/2024","02","07","10","22","32","40","39"
"T3, 30/01/2024","03","10","13","40","49","52","09"
"T7, 27/01/2024","06","12","38","41","46","55","13"
"T5, 25/01/2024","13","17","35","38","42","48","07"
"T3, 23/01/2024","13","27","32","48","49","51","23"
"T7, 20/01/2024","06","25","29","34","49","54","38"
"T5, 18/01/2024","12","20","33","38","40","52","35"
"T3, 16/01/2024","09","14","18","20","27","43","42"
"T7, 13/01/2024","01","05","07","23","35","42","21"
"T5, 11/01/2024","02","23","32","44","51","52","28"
"T3, 09/01/2024","16","32","45","50","52","53","54"
"T7, 06/01/2024","15","17","21","24","34","46","11"
"T5, 04/01/2024","07","34","37","43","52","54","28"
"T3, 02/01/2024","02","05","18","31","37","45","20"
"T7, 30/12/2023","09","17","29","32","38","52","02"
"T5, 28/12/2023","20","28","30","40","45","52","32"
"T3, 26/12/2023","10","14","17","27","29","40","25"
"T7, 23/12/2023","22","32","39","46","48","49","43"
"T5, 21/12/2023","09","31","39","41","47","48","03"
"T3, 19/12/2023","11","14","15","24","34","53","18"
"T7, 16/12/2023","13","15","21","26","34","35","45"
"T5, 14/12/2023","01","12","23","43","48","52","30"
"T3, 12/12/2023","06","07","16","21","34","50","31"
"T7, 09/12/2023","06","09","26","27","34","47","41"
"T5, 07/12/2023","09","13","28","33","50","53","47"
"T3, 05/12/2023","02","04","19","32","35","39","49"
"T7, 02/12/2023","01","10","20","37","48","51","54"
"T5, 30/11/2023","09","13","21","28","50","54","51"
"T3, 28/11/2023","10","24","47","48","52","55","28"
"T7, 25/11/2023","07","09","10","17","25","53","49"
"T5, 23/11/2023","04","06","26","33","52","55","15"
"T3, 21/11/2023","03","07","16","37","39","51","09"
"T7, 18/11/2023","01","07","10","14","28","29","02"
"T5, 16/11/2023","03","05","10","18","44","49","28"
"T3, 14/11/2023","04","09","12","15","22","38","40"
"T7, 11/11/2023","02","03","04","19","41","42","23"
"T5, 09/11/2023","08","17","24","34","39","48","44"
"T3, 07/11/2023","12","18","20","28","35","52","25"
"T7, 04/11/2023","14","35","37","47","48","50","43"
"T5, 02/11/2023","09","15","17","21","26","36","13"
"T3, 31/10/2023","10","16","17","28","37","42","43"
"T7, 28/10/2023","11","14","25","44","46","47","10"
"T5, 26/10/2023","14","22","32","37","43","48","42"
"T3, 24/10/2023","12","20","26","33","40","44","24"
"T7, 21/10/2023","11","16","24","34","47","52","15"
"T5, 19/10/2023","01","23","29","37","51","55","54"
"T3, 17/10/2023","13","22","33","41","46","47","09"
"T7, 14/10/2023","08","23","30","34","38","47","10"
"T5, 12/10/2023","05","08","09","20","36","50","35"
"T3, 10/10/2023","06","23","26","37","44","46","33"
"T7, 07/10/2023","04","13","36","40","43","52","34"
"T5, 05/10/2023","01","21","33","46","47","53","09"
"T3, 03/10/2023","03","15","27","29","37","48","55"
"T7, 30/09/2023","03","13","19","30","38","44","51"
"T5, 28/09/2023","04","23","36","45","47","50","22"
"T3, 26/09/2023","14","20","24","27","41","44","23"
"T7, 23/09/2023","20","27","36","43","45","47","35"
"T5, 21/09/2023","16","26","33","34","41","43","53"
"T3, 19/09/2023","17","29","35","40","51","52","23"
"T7, 16/09/2023","25","27","42","51","54","55","45"
"T5, 14/09/2023","06","10","20","22","50","52","34"
"T3, 12/09/2023","26","31","32","39","45","55","28"
"T7, 09/09/2023","13","20","32","37","43","49","40"
"T5, 07/09/2023","01","04","36","42","45","54","32"
"T3, 05/09/2023","02","06","19","29","34","48","39"
"T7, 02/09/2023","12","15","32","44","46","51","48"
"T5, 31/08/2023","23","33","37","43","45","46","29"
"T3, 29/08/2023","01","08","20","25","35","53","54"
"T7, 26/08/2023","05","08","24","38","50","51","47"
"T5, 24/08/2023","01","10","20","41","42","50","39"
"T3, 22/08/2023","02","03","06","34","35","36","31"
"T7, 19/08/2023","07","09","13","22","27","42","23"
"T5, 17/08/2023","01","05","25","32","51","52","54"
"T3, 15/08/2023","05","12","25","39","40","53","52"
"T7, 12/08/2023","13","24","39","43","45","52","08"
"T5, 10/08/2023","04","14","31","42","47","49","43"
"T3, 08/08/2023","05","06","19","20","40","45","47"
"T7, 05/08/2023","22","34","40","47","49","51","44"
"T5, 03/08/2023","03","12","22","25","37","39","07"
"T3, 01/08/2023","04","18","22","25","33","48","02"
"T7, 29/07/2023","16","23","25","26","29","40","32"
"T5, 27/07/2023","03","11","13","31","33","45","27"
"T3, 25/07/2023","12","23","42","44","51","52","03"
"T7, 22/07/2023","09","15","23","25","27","34","41"
"T5, 20/07/2023","05","34","36","38","47","50","26"
"T3, 18/07/2023","10","11","19","28","42","47","16"
"T7, 15/07/2023","02","16","31","37","38","48","36"
"T5, 13/07/2023","03","04","30","34","36","49","08"
"T3, 11/07/2023","24","40","44","46","47","49","05"
"T7, 08/07/2023","08","11","23","43","44","48","41"
"T5, 06/07/2023","07","12","29","39","46","55","01"
"T3, 04/07/2023","04","13","14","23","33","50","41"
"T7, 01/07/2023","13","33","36","38","45","50","25"
"T5, 29/06/2023","01","11","12","28","46","54","40"
"T3, 27/06/2023","02","12","15","16","27","28","47"
"T7, 24/06/2023","08","09","16","20","50","53","03"
"T5, 22/06/2023","02","11","14","35","43","51","55"
"T3, 20/06/2023","07","23","26","31","35","53","32"
"T7, 17/06/2023","07","13","23","34","38","40","55"
"T5, 15/06/2023","10","11","25","39","46","55","40"
"T3, 13/06/2023","04","14","18","27","47","50","33"
"T7, 10/06/2023","10","17","27","32","35","41","54"
"T5, 08/06/2023","03","36","38","43","51","53","02"
"T3, 06/06/2023","01","14","23","27","44","50","43"
"T7, 03/06/2023","23","28","29","36","38","41","07"
"T5, 01/06/2023","03","18","40","41","46","47","36"
"T3, 30/05/2023","01","14","24","28","40","46","34"
"T7, 27/05/2023","04","06","08","18","39","43","28"
"T5, 25/05/2023","15","16","19","31","33","46","07"
"T3, 23/05/2023","26","27","35","36","47","54","40"
"T7, 20/05/2023","01","14","21","36","48","53","44"
"T5, 18/05/2023","13","14","21","23","30","41","49"
"T3, 16/05/2023","19","24","30","34","40","44","51"
"T7, 13/05/2023","22","24","35","43","45","54","50"
"T5, 11/05/2023","01","03","19","33","34","51","17"
"T3, 09/05/2023","07","09","13","22","44","47","39"
"T7, 06/05/2023","01","11","22","28","34","42","10"
"T5, 04/05/2023","13","30","32","35","45","52","29"
"T3, 02/05/2023","04","11","18","25","33","45","21"
"T7, 29/04/2023","02","09","12","24","41","53","35"
"T5, 27/04/2023","08","28","38","39","41","45","54"
"T3, 25/04/2023","06","10","19","23","25","28","45"
"T7, 22/04/2023","09","18","23","24","48","52","10"
"T5, 20/04/2023","07","11","32","35","42","51","46"
"T3, 18/04/2023","17","18","30","40","51","55","50"
"T7, 15/04/2023","01","34","35","36","42","43","05"
"T5, 13/04/2023","22","26","28","37","39","48","15"
"T3, 11/04/2023","10","14","16","18","37","49","54"
"T7, 08/04/2023","17","33","36","46","50","52","40"
"T5, 06/04/2023","07","10","12","33","52","54","16"
"T3, 04/04/2023","13","28","41","42","47","51","09"
"T7, 01/04/2023","12","34","39","44","49","55","14"
"T5, 30/03/2023","06","11","14","21","30","32","22"
"T3, 28/03/2023","06","21","24","41","50","53","13"
"T7, 25/03/2023","17","18","28","40","49","54","16"
"T5, 23/03/2023","04","07","22","33","40","49","39"
"T3, 21/03/2023","07","17","31","43","45","49","52"
"T7, 18/03/2023","18","24","32","33","51","53","36"
"T5, 16/03/2023","06","23","34","48","50","55","02"
"T3, 14/03/2023","14","15","18","20","27","35","31"
"T7, 11/03/2023","13","23","25","30","35","44","08"
"T5, 09/03/2023","12","22","28","34","53","54","40"
"T3, 07/03/2023","08","22","25","27","39","50","28"
"T7, 04/03/2023","09","13","23","36","38","54","21"
"T5, 02/03/2023","01","03","23","24","43","48","31"
"T3, 28/02/2023","02","13","14","30","43","55","22"
"T7, 25/02/2023","01","02","14","21","38","51","50"
"T5, 23/02/2023","12","16","29","31","39","48","40"
"T3, 21/02/2023","04","12","15","21","30","44","05"
"T7, 18/02/2023","11","23","26","29","43","50","05"
"T5, 16/02/2023","01","05","07","08","20","22","33"
"T3, 14/02/2023","01","09","33","37","43","45","23"
"T7, 11/02/2023","04","13","45","48","52","54","05"
"T5, 09/02/2023","01","10","29","30","49","50","09"
"T3, 07/02/2023","06","27","29","32","39","52","09"
"T7, 04/02/2023","02","06","08","27","41","46","20"
"T5, 02/02/2023","03","10","23","29","34","53","11"
"T3, 31/01/2023","10","11","31","32","38","52","05"
"T7, 28/01/2023","09","22","23","29","38","47","33"
"T5, 26/01/2023","08","15","18","20","33","41","14"
"T3, 24/01/2023","03","05","10","12","29","30","09"
"T5, 19/01/2023","03","21","32","33","38","52","30"
"T3, 17/01/2023","01","09","20","36","44","50","40"
"T7, 14/01/2023","05","17","24","30","43","53","26"
"T5, 12/01/2023","05","14","37","45","47","55","25"
"T3, 10/01/2023","05","12","14","19","46","51","36"
"T7, 07/01/2023","03","04","09","15","33","54","16"
"T5, 05/01/2023","05","12","34","37","47","49","28"
"T3, 03/01/2023","09","13","24","43","47","48","18"
"T7, 31/12/2022","10","15","36","42","45","52","20"
"T5, 29/12/2022","06","08","33","37","38","51","48"
"T3, 27/12/2022","11","12","13","14","23","55","27"
"T7, 24/12/2022","05","19","22","23","30","44","52"
"T5, 22/12/2022","14","26","35","43","45","48","03"
"T3, 20/12/2022","02","06","09","20","31","35","42"
"T7, 17/12/2022","01","02","29","34","41","42","09"
"T5, 15/12/2022","02","25","38","50","51","55","21"
"T3, 13/12/2022","10","22","31","37","41","52","20"
